,회사명,기업공시코드,공시일,종류,총액(원),사채만기일,표면이자율(%),만기이자율(%),사채발행방법,공시코드
408,코미팜,41960,2021-03-31,무기명식 이권부 무보증 사모 전환사채,"10,000,000,000",2024년 04월 02일,0.0,0.0,사모,20210331002212
409,한빛소프트,47080,2021-03-31,무기명식 무보증 사모 전환사채,"13,000,000,000, ",2026년 04월 02일,0.0,0.0,사모,20210331002135
410,NEW,160550,2021-03-31,무기명식 이권부 무보증 사모 전환사채,"20,000,000,000",2026년 04월 08일,0,0,사모,20210331001828
411,디에스티,33430,2021-03-30,무기명식 무보증사모 전환사채,"1,700,000,000",2024년 03월 30일,6,6,사모,20210330000682
412,켐트로닉스,89010,2021-03-30,국내 무기명식 이권부 무보증 사모 전환사채,"25,000,000,000",2026.04.01,0.0,0.0,사모,20210330000484
413,엑서지21,43090,2021-03-29,무기명식 이권부 무보증 사모전환사채,"7,500,000,000",2026년 05월 31일,3.0,3.0,사모,20210329002099
414,비엘팜텍,65170,2021-03-29,무기명식 이권부 무보증 사모 전환사채,"10,400,000,000",2026년 03월 31일,0.0,1.0,사모,20210329001794
415,씨유메디칼,115480,2021-03-26,무기명식 이권부 무보증 사모 전환사채,"2,000,000,000",2024년 03월 29일,4.0,7.0,사모,20210326002241
416,카카오게임즈,293490,2021-03-26,무기명식 무이권부 무보증 사모 전환사채,"500,000,000,000",2026년 03월 31일,0.0,0.0,사모,20210326000461
417,디에스티,33430,2021-03-23,무기명식 무보증사모 전환사채,"1,550,000,000",2024.03.23,5,8,사모,20210323000654
418,스튜디오산타클로스,204630,2021-03-19,무기명식 무보증사모 전환사채,"6,000,000,000",2024년 03월 22일,5.0,6.0,사모,20210319001905
419,액션스퀘어,205500,2021-03-19,무기명식 이권부 무보증 무담보 사모 전환사채,"3,300,000,000",2026년 03월 29일,0.0,0.0,사모,20210319001820
420,버킷스튜디오,66410,2021-03-19,무기명식 무보증 사모 전환사채,"20,000,000,000",2024년 04월 02일,2,2,사모,20210319001455
421,엠에프엠코리아,323230,2021-03-18,무기명식 이권부 무보증 사모 전환사채,"6,000,000,000",2026년 03월 22일,0.0,0.0,사모,20210318001398
422,씨케이에이치,900120,2021-03-18,해외 기명식 무보증 사모 전환사채," 679,080,000 ",2024년 03월 18일,0,5,사모,20210318001362
423,피씨엘,241820,2021-03-18,무기명식 이권부 사모 전환사채,"10,000,000,000",2026년 03월 19일,0.0,0.0,사모,20210318000956
424,피씨엘,241820,2021-03-18,무기명식 이권부 사모 전환사채,"27,500,000,000",2026년 03월 19일,0.0,0.0,사모,20210318000795
425,셀리드,299660,2021-03-17,무기명식 무보증 사모 전환사채,"19,000,000,000",2026년 03월 19일,0.0,0.0,사모,20210317001157
426,CNT85,56730,2021-03-17,무기명식 무보증 이권부사모 전환사채,"5,300,000,000",2024년 03월 18일,2.0,5.0,사모,20210317000701
427,아난티,25980,2021-03-15,무기명식 이권부 무보증 사모 전환사채,"60,000,000,000",2024년 03월 22일,0,1.5,사모,20210315001494
428,비디아이,148140,2021-03-15,무기명식 이권부 무보증 사모 전환사채,"30,000,000,000",2024년 04월 29일,3.0,5.0,사모,20210315000322
429,비디아이,148140,2021-03-15,무기명식 이권부 무보증 사모 전환사채,"20,000,000,000",2024년 04월 15일,3.0,5.0,사모,20210315000314
430,미래생명자원,218150,2021-03-12,무기명식 이권부 사모 전환사채,"15,000,000,000",2026년 03월 16일,0.0,0.0,사모,20210312000695
431,뉴지랩파마,214870,2021-03-12,무기명식 이권부 무보증 사모 전환사채,"9,230,000,000",2024년 03월 22일,0,2,사모,20210312000317
432,KH 전자,111870,2021-03-12,무기명식 이권부 무보증 사모 전환사채,"15,000,000,000",2024년 03월 12일,2.0,5.0,사모,20210312000276
433,인트로메딕,150840,2021-03-11,무기명식 이권부 무보증 사모 전환사채,"12,000,000,000",2024년 04월 12일,5.5,5.5,사모,20210311001406
434,애니플러스,310200,2021-03-10,무기명식 무보증 사모 전환사채,"12,000,000,000",2026년 03월 12일,0.0,0.0,사모,20210310001177
435,노랑풍선,104620,2021-03-10,무기명식 이권부 무보증 사모 전환사채,"10,000,000,000",2026년 03월 12일,0.0,0.0,사모,20210310000730
436,엔바이오니아,317870,2021-03-10,무기명식 이권부 무보증 사모 전환사채,"5,000,000,000",2026년 04월 07일,0.0,0.0,사모,20210310000568
437,KH 전자,111870,2021-03-09,무기명식 이권부 무보증 사모 전환사채,"6,000,000,000",2024년 03월 10일,2.0,2.0,사모,20210309001176
438,브이원텍,251630,2021-03-09,무기명식 이권부 무보증 사모 전환사채,"15,000,000,000",2026년 03월 12일,0.0,0.0,사모,20210309001058
439,네오셈,253590,2021-03-09,무기명식 이권부 사모 전환사채,"22,000,000,000",2026년 03월 11일,0.0,0.0,사모,20210309000591
440,재영솔루텍,49630,2021-03-08,국내 기명식 이권부 무보증 사모 전환사채,"22,000,000,000",2026.03.12,2,4,사모,20210308000697
441,안트로젠,65660,2021-03-05,전환사채,"16,000,000,000",2024년 03월 08일,0,0,사모,20210305000954
442,자안바이오,221610,2021-03-02,무기명식 이권부 무보증 사모 전환사채,"9,500,000,000",2026년 03월 05일,4.5,4.5,사모,20210302000858
443,에이티세미콘,89530,2021-02-26,무기명식 이권부 무보증 사모 전환사채,"10,000,000,000",2024년 03월 03일,4.0,6.0,사모,20210226001591
444,시노펙스,25320,2021-02-26,국내 무기명식 이권부 무보증 사모 전환사채,"15,000,000,000",2026년 03월 03일,0.0,0.0,사모,20210226000626
445,SGA솔루션즈,184230,2021-02-24,무기명식 이권부 무보증 사모 전환사채,"2,500,000,000",2024년 03월 02일,0,3.0,사모,20210224000845
446,삼천당제약,250,2021-02-24,무기명식 무보증 사모 전환사채,"30,000,000,000",2024년 02월 26일,0.0,0.0,사모,20210224000541
447,켄코아에어로스페이스,274090,2021-02-23,무기명식 이권부 무보증 사모 전환사채,"30,000,000,000",2026년 02월 25일,0.0,0.0,사모,20210223000850
448,엠벤처투자,19590,2021-02-23,무기명식 이권부 무보증 사모 전환사채,"1,500,000,000",2026년 02월 25일,4,4,사모,20210223000350
449,도이치모터스,67990,2021-02-23,무기명식 무보증 사모 전환사채,"30,000,000,000",2026년 02월 26일,0.0,1.0,사모,20210223000176
450,지더블유바이텍,36180,2021-02-19,무기명식 이권부 무보증 사모 전환사채,"9,290,000,000",2023년 03월 05일,0,5,사모,20210219000905
451,에이치엔티,176440,2021-02-19,무기명식 이권부 담보부 전환사채,"10,000,000,000",2023년 12월 16일,2.0,3.0,사모,20210219000451
452,코스온,69110,2021-02-18,무기명식 이권부 무보증 사모 전환사채,"10,000,000,000",2024년 04월 01일,0.0,1.0,사모,20210218000701
453,코스온,69110,2021-02-18,무기명식 이권부 무보증 사모 전환사채,"10,000,000,000",2024년 04월 01일,2.0,2.0,사모,20210218000696
454,코스온,69110,2021-02-18,무기명식 이권부 무보증 사모 전환사채,"4,102,100,000",2024년 02월 23일,0.0,1.0,사모,20210218000690
455,엔시트론,101400,2021-02-18,무기명식 이권부무보증 사모전환사채,"2,000,000,000",2024년 02월 22일,2.0,2.0,사모,20210218000670
456,엔시트론,101400,2021-02-18,무기명식 이권부무보증 사모전환사채,"13,000,000,000",2024년 02월 22일,2.0,2.0,사모,20210218000603
457,아이오케이,78860,2021-02-17,무기명식 무이권부 무보증사모 전환사채,"1,000,000,000",2024.02.17,0.0,0.0,사모,20210217000659
458,KH 전자,111870,2021-02-17,무기명식 이권부 무보증 사모 전환사채,"10,000,000,000",2024년 02월 25일,3.5,5.0,사모,20210217000487
459,KH 건설,226360,2021-02-17,무기명식 이권부 무보증 사모 전환사채,"25,000,000,000",2024년 02월 25일,3.5,5.0,사모,20210217000464
460,장원테크,174880,2021-02-17,무기명식 이권부 무보증 사모 전환사채,"25,000,000,000",2024년 02월 25일,3.5,5.0,사모,20210217000391
461,서진시스템,178320,2021-02-17,무기명식 무보증 이권부 전환사채,"40,000,000,000",2026년 03월 25일,2.5,2.5,사모,20210217000360
462,서진시스템,178320,2021-02-17,무기명식 무보증 이권부 전환사채,"70,000,000,000",2026년 03월 22일,2.5,2.5,사모,20210217000356
463,비엘,142760,2021-02-16,무기명식 이권부 무보증 사모 전환사채,"13,000,000,000",2026년 02월 18일,0.0,0.0,사모,20210216000901
464,이엔드디,101360,2021-02-15,무기명식 이권부 무보증 사모 전환사채,"30,000,000,000",2026년 02월 17일,0.1,0.1,사모,20210215000461
465,HLB제약,47920,2021-02-10,무기명식 무보증 사모 전환사채,"13,200,000,000",2024년 03월 12일,0,0,사모,20210210000976
466,휴림네트웍스,192410,2021-02-10,무기명식 이권부 무보증 사모 전환사채,"18,000,000,000",2024.04.30,0,3,사모,20210210000003
467,휴림네트웍스,192410,2021-02-10,무기명식 이권부 무보증 사모 전환사채,"3,000,000,000",2024.04.20,0,3,사모,20210210000002
468,휴림네트웍스,192410,2021-02-10,무기명식 이권부 무보증 사모 전환사채,"8,000,000,000",2024.02.17,0,3,사모,20210210000001
469,유네코,64510,2021-02-09,무기명식 무보증 이권부 사모 전환사채,"2,000,000,000",2025년 02월 16일,1.5,3.0,사모,20210209001253
470,SBW생명과학,151910,2021-02-09,무기명식 이권부 무보증사모 전환사채,"30,000,000,000",2026년 04월 05일,4.0,6.0,사모,20210209001185
471,세토피아,222810,2021-02-09,무기명식 무보증 사모 전환사채,"7,000,000,000",2024년 02월 09일,0.0,0.0,사모,20210209001083
472,엘앤에프,66970,2021-02-09,무기명식 무보증 사모 전환사채,"9,000,000,000",2026년 02월 17일,0.0,0.0,사모,20210209000976
473,파워넷,37030,2021-02-08,무기명식 무보증 사모 전환사채,"10,000,000,000",2026년 02월 09일,0.0,0.0,사모,20210208001155
474,엔시트론,101400,2021-02-04,무기명식 이권부 무보증 사모전환사채,"1,242,000,000",2026년 02월 04일,0.0,1.0,사모,20210204000988
475,오성첨단소재,52420,2021-02-04,무기명식 무보증 사모 전환사채,"10,000,000,000",2024년 03월 19일,2,2,사모,20210204000822
476,스튜디오산타클로스,204630,2021-02-01,무보증사모 전환사채,"4,500,000,000",2024년 02월 02일,4.0,7.0,사모,20210201001092
477,디에이테크놀로지,196490,2021-02-01,무기명식 이권부 무보증 사모 전환사채,"9,000,000,000",2024년 02월 09일,1.0,4.0,사모,20210201001008
478,알파홀딩스,117670,2021-01-29,무기명식 이권부 무보증 사모 전환사채,"3,000,000,000",2024년 02월 01일,1,3,사모,20210129000509
479,본느,226340,2021-01-29,무기명식 이권부 무보증 사모 전환사채,"12,000,000,000",2026년 02월 18일,0.0,0.0,사모,20210129000487
480,아이큐어,175250,2021-01-29,무기명식 이권부 무보증 사모 전환사채,"50,000,000,000",2026년 02월 02일,0,0,사모,20210129000235
481,GV,45890,2021-01-28,무기명식 무보증 사모 전환사채,"10,000,000,000",2024년 02월 16일,3.0,3.0,사모,20210128000009
482,레드로버,60300,2021-01-26,무기명식 무보증 무담보 사모 전환사채,"2,500,000,000",2026년 01월 27일,2,3.5,사모,20210126000702
483,노블엠앤비,106520,2021-01-26,무기명식 무이권부 무보증 사모 전환사채,"38,000,000,000",2024년 01월 26일,0,0,사모,20210126000554
484,트루윈,105550,2021-01-22,무기명식이권부무보증 사모 전환사채,"7,000,000,000",2024.01.26,0.0,3.0,사모,20210122000653
485,이원컴포텍,88290,2021-01-22,무기명식 이권부 담보부 사모 전환사채,"10,000,000,000",2024년 01월 28일,2,5,사모,20210122000658
486,스튜디오산타클로스,204630,2021-01-21,무기명식 이권부 무보증 사모 전환사채,"17,000,000,000",2024년 01월 22일,4.0,4.0,사모,20210121000490
487,헬릭스미스,84990,2021-01-20,무기명식 무보증 사모 전환사채,"20,000,000,000",2026년 01월 22일,0,0,사모,20210120000668
488,엠에프엠코리아,323230,2021-01-20,무기명식 이권부 무보증 사모 전환사채,"5,000,000,000",2026년 01월 22일,0.0,0.0,사모,20210120000427
489,나인테크,267320,2021-01-19,무기명식 이권부 무보증 사모 전환사채,"17,000,000,000",2026년 01월 27일,0.0,0.0,사모,20210119000346
490,이오플로우,294090,2021-01-19,무기명식 이권부 무보증 사모 전환사채,"35,000,000,000",2026년 01월 21일,0.0,0.0,사모,20210119000298
491,미코,59090,2021-01-18,무기명식 무보증 사모 전환사채,"12,500,000,000",2027년 01월 25일,0.0,0.0,사모,20210118000643
492,KH 건설,226360,2021-01-18,무기명식 이권부 무보증 사모 전환사채,"5,000,000,000",2024년 01월 19일,2.0,3.0,사모,20210118000466
493,케이피엠테크,42040,2021-01-18,"국내 무기명식 이권부 무보증 사모 전환사채, ","10,000,000,000",2024년 01월 18일,4.0,4.0,사모,20210118000427
494,SG,255220,2021-01-15,무기명식 무보증 사모 전환사채,"16,500,000,000",2026년 01월 19일,0.0,1.0,사모,20210115000631
495,EV수성,84180,2021-01-14,무기명식 이권부 무보증 무담보 사모 전환사채,"5,000,000,000",2024년 04월 09일,2,2,사모,20210114000430
496,솔루에타,154040,2021-01-14,무기명식 이권부 무보증사모 전환사채,"10,000,000,000",2025년 01월 18일,0.0,2.0,사모,20210114000420
497,솔루에타,154040,2021-01-14,무기명식 이권부 무보증사모 전환사채,"8,000,000,000",2025년 01월 18일,0.0,2.0,사모,20210114000386
498,쎄트렉아이,99320,2021-01-13,기명식 무보증 사모 전환사채,"50,000,000,000",2024년 01월 15일,0,0,사모,20210113000005
499,텔레칩스,54450,2021-01-12,무기명식 이권부 사모 전환사채,"20,000,000,000",2026년 01월 14일,0.0,0.0,사모,20210112000305
500,세토피아,222810,2021-01-08,무기명식 이권부 무보증 사모 전환사채,"4,000,000,000",2024년 01월 11일,0.0,3.0,사모,20210108000336
501,동일철강,23790,2021-01-08,무기명식 이권부무보증 사모 전환사채,"7,000,000,000",2025년 01월 12일,2.0,3.0,사모,20210108000214
502,글로본,19660,2021-01-06,무기명식 이권부 무보증 사모 전환사채,"2,996,250,000",2024년 01월 06일,0,0,사모,20210106000477
503,조광ILI,44060,2021-01-06,무기명 이권부 무보증 사모 전환사채,"30,000,000,000",2024년 01월 12일,1.0,1.0,사모,20210106000281
504,아나패스,123860,2021-01-05,무기명식 이권부 무보증 사모 전환사채,"2,000,000,000",2026년 01월 07일,0.0,0.0,사모,20210105000641
505,오르비텍,46120,2021-01-05,무기명식 이권부 무보증 사모 전환사채,"10,000,000,000",2024년 03월 29일,1.0,3.0,사모,20210105000573
506,케어랩스,263700,2021-01-05,무기명식 무보증 사모 전환사채,"20,000,000,000",2024년 01월 07일,0.00,1.00,사모,20210105000431
507,CBI,13720,2021-01-04,무기명식 이권부 무보증 사모 전환사채,"10,000,000,000",2024년 02월 26일,2.0,3.0,사모,20210104000628
508,테라사이언스,73640,2021-01-04,무기명식 이권부 무보증 사모 전환사채,"10,000,000,000",2024년 01월 08일,2.0,5.0,사모,20210104000491
